token	pos	etymology	family	freq	freq_family	freq_bins_12	freq_bins_4	family_size	family_membership	family_with_prefix	cognate	family_has_verb	family_with_altradical	tokens_per_family	verbs_per_family	adjectives_per_family	nomadjective_per_family	nouns_per_family	adverbsconjs_per_family	length	length_family_sum	length_family_mean	sentiment	register	domains_124	domains_47
rabougri	A	Latin	1276	60	616	8	2	2	Fm	1	0	1	0	7	1	1	0	4	1	8			0			
rabougrir	V	Latin	1276	3	616	11	2	2	Fm	1	0	1	0	7	1	1	0	4	1	9			0			
rabougrissement	S	Latin	1276	2	616	11	2	2	Fm	1	0	1	0	7	1	1	0	4	1	15			0			
boui-boui	S	Inconnu	1277	8	8	10	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	9	9	9	0	Populaire	économie	Construction
bouif	S	Inconnu	1278	3	3	11	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	5	5	5	0	Populaire	technique	Faber
bouillabaisse	S	Latin	1279	32	32	9	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	13	13	13	0		alimentation	Aliment
bouillir	V	Latin	1280	221	1640	6	2	4	TFm	1	1	1	1	26	8	8	1	10	0	8	258	9.92	0		hydrologie	Feu
bouilli	A	Latin	1280	74	1640	8	2	4	Fm	1	1	1	1	26	8	8	1	10	0	7			0			
bouillis	B	Latin	1280	19	1640	10	2	4	Fm	1	1	1	1	26	8	8	1	10	0	8			0			
bouillant	A	Latin	1280	197	1640	7	2	4	Fm	1	1	1	1	26	8	8	1	10	0	9			0			
bouillie	S	Latin	1280	207	1640	6	2	4	Fm	1	1	1	1	26	8	8	1	10	0	8			0			
bouilleur	S	Latin	1280	6	1640	10	2	4	Fm	1	1	1	1	26	8	8	1	10	0	9			0			
bouiller	V	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	8			0			
bouillé	A	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	7			0			
bouillerie	S	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
bouilloire	S	Latin	1280	58	1640	8	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
bouillon	S	Latin	1280	304	1640	6	2	4	Fm	1	1	1	1	26	8	8	1	10	0	8			0			
bouillonner	V	Latin	1280	171	1640	7	2	4	Fm	1	1	1	1	26	8	8	1	10	0	11			0			
bouillonné	A	Latin	1280	12	1640	10	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
bouillonnement	S	Latin	1280	133	1640	7	2	4	Fm	1	1	1	1	26	8	8	1	10	0	14			0			
bouillonnant	A	Latin	1280	67	1640	8	2	4	Fm	1	1	1	1	26	8	8	1	10	0	12			0			
bouillonneux	A	Latin	1280	2	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	12			0			
bouillotte	S	Latin	1280	68	1640	8	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
bouillotter	V	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	11			0			
bouillotterie	S	Latin	1280	1	1640	12	2	4	Fm	1	1	1	1	26	8	8	1	10	0	13			0			
bouillu	A	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	7			0			
rebouillir	V	Latin	1280	3	1640	11	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
ébullition	S	Latin	1280	63	1640	8	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
ébullitionner	V	Latin	1280	1	1640	12	2	4	Fm	1	1	1	1	26	8	8	1	10	0	13			0			
ébouillanté	A	Latin	1280	11	1640	10	2	4	Fm	1	1	1	1	26	8	8	1	10	0	11			0			
ébouillanter	V	Latin	1280	6	1640	10	2	4	Fm	1	1	1	1	26	8	8	1	10	0	12			0			
débouillir	V	Latin	1280	1	1640	12	2	4	Fm	1	1	1	1	26	8	8	1	10	0	10			0			
boulanger	S	Celtique/Gaulois	1281	286	451	6	2	2	TFm	0	0	1	0	7	1	1	1	5	0	9	67	9.57	0		alimentation	Aliment
boulangerie	S	Celtique/Gaulois	1281	66	451	8	2	2	Fm	0	0	1	0	7	1	1	1	5	0	11			0			
boulange	S	Celtique/Gaulois	1281	5	451	11	2	2	Fm	0	0	1	0	7	1	1	1	5	0	8			0			
boulangé	A	Celtique/Gaulois	1281	2	451	11	2	2	Fm	0	0	1	0	7	1	1	1	5	0	8			0			
boulanger	V	Celtique/Gaulois	1281	5	451	11	2	2	Fm	0	0	1	0	7	1	1	1	5	0	9			0			
boulangisme	S	Celtique/Gaulois	1281	57	451	8	2	2	Fm	0	0	1	0	7	1	1	1	5	0	11			0			
boulangiste	B	Celtique/Gaulois	1281	30	451	9	2	2	Fm	0	0	1	0	7	1	1	1	5	0	11			0			
boulbène	S	Inconnu	1282	1	1	12	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	8	8	8	0		géologie	Geo
boule	S	Latin	1283	939	1526	5	2	4	TFm	1	1	1	0	30	9	9	0	12	0	5	231	7.7	0		nombre	Végétal
boulé	A	Latin	1283	13	1526	10	2	4	Fm	1	1	1	0	30	9	9	0	12	0	5			0			
bouler	V	Latin	1283	11	1526	10	2	4	Fm	1	1	1	0	30	9	9	0	12	0	6			0			
boulu	A	Latin	1283	4	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	5			0			
boulerie	S	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
boulet	S	Latin	1283	140	1526	7	2	4	Fm	1	1	1	0	30	9	9	0	12	0	6			0			
boulette	S	Latin	1283	92	1526	8	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
boulier	S	Latin	1283	2	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
boulodrome	S	Latin	1283	2	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	10			0			
bouloir	S	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
boulomane	S	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	9			0			
abouler	V	Latin	1283	8	1526	10	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
aboulé	A	Latin	1283	2	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	6			0			
chambouler	V	Latin	1283	3	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	10			0			
chamboulé	A	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	9			0			
débouler	V	Latin	1283	31	1526	9	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
déboulé	A	Latin	1283	6	1526	10	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
déboulement	S	Latin	1283	2	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	11			0			
éboulement	S	Latin	1283	116	1526	7	2	4	Fm	1	1	1	0	30	9	9	0	12	0	10			0			
éboulé	A	Latin	1283	43	1526	9	2	4	Fm	1	1	1	0	30	9	9	0	12	0	6			0			
ébouler	V	Latin	1283	37	1526	9	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
ébouleur	A	Latin	1283	4	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
ébouleux	A	Latin	1283	3	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
éboulis	S	Latin	1283	51	1526	8	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
rabouler	V	Latin	1283	2	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
emboulé	A	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
reboule	S	Latin	1283	4	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	7			0			
rebouler	V	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	8			0			
tournebouler	V	Latin	1283	4	1526	11	2	4	Fm	1	1	1	0	30	9	9	0	12	0	12			0			
boubouler	V	Latin	1283	1	1526	12	2	4	Fm	1	1	1	0	30	9	9	0	12	0	9			0			
bouleau	S	Celtique/Gaulois	1284	205	208	6	2	1	TFm	0	0	0	0	2	0	0	0	2	0	7	14	7	0		sylviculture	Végétal
boulaie	S	Celtique/Gaulois	1284	3	208	11	2	1	Fm	0	0	0	0	2	0	0	0	2	0	7			0			
bouledogue	S	Anglais	1285	32	32	9	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	10	10	10	0		mammifère	Animal
boulevard	S	Germain	1286	1667	1690	4	2	1	TFm	0	0	0	0	2	0	0	0	2	0	9	21	10.5	0		géographie	Urbain
boulevardier	S	Germain	1286	23	1690	9	2	1	Fm	0	0	0	0	2	0	0	0	2	0	12			0			
boulimie	S	Grec	1287	12	42	10	4	2	TFm	1	1	0	0	4	0	1	1	3	0	8	34	8.5	-1		psychiatrie	Aliment
boulimique	A	Grec	1287	2	42	11	4	2	Fm	1	1	0	0	4	0	1	1	3	0	10			0			
aboulique	B	Grec	1287	13	42	10	4	2	Fm	1	1	0	0	4	0	1	1	3	0	9			0			
aboulie	S	Grec	1287	15	42	10	4	2	Fm	1	1	0	0	4	0	1	1	3	0	7			0			
boulin	S	Germain	1288	1	2	12	4	1	TFm	0	1	0	0	2	0	0	0	2	0	6	13	6.5	0		bâtiment	Construction
bouline	S	Germain	1288	1	2	12	4	1	Fm	0	1	0	0	2	0	0	0	2	0	7			0			
boulingrin	S	Anglais	1289	10	10	10	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	10	10	10	0	Populaire	plantes	Végétal
boulon	S	Latin	1290	31	55	9	3	2	TFm	1	1	1	0	6	2	2	0	2	0	6	58	9.67	0		mécanique	Faber
boulonné	A	Latin	1290	8	55	10	3	2	Fm	1	1	1	0	6	2	2	0	2	0	8			0			
boulonner	V	Latin	1290	4	55	11	3	2	Fm	1	1	1	0	6	2	2	0	2	0	9			0			
déboulonné	A	Latin	1290	6	55	10	3	2	Fm	1	1	1	0	6	2	2	0	2	0	10			0			
déboulonner	V	Latin	1290	5	55	11	3	2	Fm	1	1	1	0	6	2	2	0	2	0	11			0			
déboulonnement	S	Latin	1290	1	55	12	3	2	Fm	1	1	1	0	6	2	2	0	2	0	14			0			
boulot	B	Latin	1291	215	253	6	2	2	TFm	0	0	1	0	5	2	2	1	1	0	6	40	8	0	Populaire	corps humain	Faber
boulotte	A	Latin	1291	20	253	9	2	2	Fm	0	0	1	0	5	2	2	1	1	0	8			0			
boulotter	V	Latin	1291	11	253	10	2	2	Fm	0	0	1	0	5	2	2	1	1	0	9			0			
boulotté	A	Latin	1291	6	253	10	2	2	Fm	0	0	1	0	5	2	2	1	1	0	8			0			
boulocher	V	Latin	1291	1	253	12	2	2	Fm	0	0	1	0	5	2	2	1	1	0	9			0			
boum	G	Onomatop	1292	16	19	10	4	1	TFm	0	1	1	0	2	1	0	0	0	0	4	10	5	0	Populaire	sociologie	Sonore
boumer	V	Onomatop	1292	3	19	11	4	1	Fm	0	1	1	0	2	1	0	0	0	0	6			0			
bouquet	S	Latin	1293	1283	1306	4	2	2	TFm	0	0	1	0	6	1	2	0	3	0	7	49	8.17	0		botanique	Végétal
bouquetière	S	Latin	1293	16	1306	10	2	2	Fm	0	0	1	0	6	1	2	0	3	0	11			0			
bouquetier	S	Latin	1293	3	1306	11	2	2	Fm	0	0	1	0	6	1	2	0	3	0	10			0			
bouqueté	A	Latin	1293	1	1306	12	2	2	Fm	0	0	1	0	6	1	2	0	3	0	8			0			
bouquer	V	Latin	1293	2	1306	11	2	2	Fm	0	0	1	0	6	1	2	0	3	0	7			0			
bouqué	A	Latin	1293	1	1306	12	2	2	Fm	0	0	1	0	6	1	2	0	3	0	6			0			
bouquin	S	Germain	1294	526	606	5	2	2	TFm	0	0	1	0	5	1	1	0	3	0	7	46	9.2	0	Populaire	littérature	Vox
bouquiniste	S	Germain	1294	65	606	8	2	2	Fm	0	0	1	0	5	1	1	0	3	0	11			0			
bouquiner	V	Germain	1294	10	606	10	2	2	Fm	0	0	1	0	5	1	1	0	3	0	9			0			
bouquiné	A	Germain	1294	3	606	11	2	2	Fm	0	0	1	0	5	1	1	0	3	0	8			0			
bouquinerie	S	Germain	1294	2	606	11	2	2	Fm	0	0	1	0	5	1	1	0	3	0	11			0			
bourbeux	A	Celtique/Gaulois	1295	53	184	8	3	3	TFm	1	0	1	0	9	3	3	0	3	0	8	84	9.33	0		façon, manière	Geo
bourbe	S	Celtique/Gaulois	1295	23	184	9	3	3	Fm	1	0	1	0	9	3	3	0	3	0	6			0			
bourbier	S	Celtique/Gaulois	1295	38	184	9	3	3	Fm	1	0	1	0	9	3	3	0	3	0	8			0			
bourbiller	V	Celtique/Gaulois	1295	2	184	11	3	3	Fm	1	0	1	0	9	3	3	0	3	0	10			0			
désembourber	V	Celtique/Gaulois	1295	4	184	11	3	3	Fm	1	0	1	0	9	3	3	0	3	0	12			0			
désembourbé	A	Celtique/Gaulois	1295	1	184	12	3	3	Fm	1	0	1	0	9	3	3	0	3	0	11			0			
embourbé	A	Celtique/Gaulois	1295	41	184	9	3	3	Fm	1	0	1	0	9	3	3	0	3	0	8			0			
embourber	V	Celtique/Gaulois	1295	21	184	9	3	3	Fm	1	0	1	0	9	3	3	0	3	0	9			0			
embourbement	S	Celtique/Gaulois	1295	1	184	12	3	3	Fm	1	0	1	0	9	3	3	0	3	0	12			0			
bourdaine	S	Latin	1296	3	3	11	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	9	9	9	0		sylviculture	Végétal
bourde	S	Inconnu	1297	37	63	9	3	1	TFm	0	0	1	0	3	1	0	0	2	0	6	22	7.33	-1	Populaire	sociologie	Conflit
bourdette	S	Inconnu	1297	25	63	9	3	1	Fm	0	0	1	0	3	1	0	0	2	0	9			0			
bourder	V	Inconnu	1297	1	63	12	3	1	Fm	0	0	1	0	3	1	0	0	2	0	7			0			
bourdillon	S	Latin	1298	2	2	11	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	10	10	10	0			Faber
bourdonner	V	Onomatop	1299	317	964	6	2	2	TFm	0	1	1	0	5	1	2	0	2	0	10	50	10	0		physique	Sonore
bourdonné	A	Onomatop	1299	7	964	10	2	2	Fm	0	1	1	0	5	1	2	0	2	0	9			0			
bourdonnement	S	Onomatop	1299	313	964	6	2	2	Fm	0	1	1	0	5	1	2	0	2	0	13			0			
bourdonnant	A	Onomatop	1299	184	964	7	2	2	Fm	0	1	1	0	5	1	2	0	2	0	11			0			
bourdon	S	Onomatop	1299	143	964	7	2	2	Fm	0	1	1	0	5	1	2	0	2	0	7			0			
bourgeois	A	Latin	1300	3464	6226	4	2	4	TFm	1	1	1	0	25	2	3	9	19	1	9	305	12.2	0		sociologie	Personne
bourgeoisie	S	Latin	1300	915	6226	5	2	4	Fm	1	1	1	0	25	2	3	9	19	1	11			0			
bourgeoisement	D	Latin	1300	32	6226	9	2	4	Fm	1	1	1	0	25	2	3	9	19	1	14			0			
bourgeoisisme	S	Latin	1300	4	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	13			0			
désembourgeoisé	A	Latin	1300	1	6226	12	2	4	Fm	1	1	1	0	25	2	3	9	19	1	15			0			
désembourgeoiser	V	Latin	1300	1	6226	12	2	4	Fm	1	1	1	0	25	2	3	9	19	1	16			0			
embourgeoisé	A	Latin	1300	13	6226	10	2	4	Fm	1	1	1	0	25	2	3	9	19	1	12			0			
embourgeoiser	V	Latin	1300	5	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	13			0			
embourgeoisement	S	Latin	1300	10	6226	10	2	4	Fm	1	1	1	0	25	2	3	9	19	1	16			0			
brandebourgeois	B	Latin	1300	9	6226	10	2	4	Fm	1	1	1	0	25	2	3	9	19	1	15			0			
fribourgeois	B	Latin	1300	1	6226	12	2	4	Fm	1	1	1	0	25	2	3	9	19	1	12			0			
luxembourgeois	B	Latin	1300	18	6226	10	2	4	Fm	1	1	1	0	25	2	3	9	19	1	14			0			
mecklembourgeois	B	Latin	1300	3	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	16			0			
pétersbourgeois	B	Latin	1300	3	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	15			0			
strasbourgeois	B	Latin	1300	6	6226	10	2	4	Fm	1	1	1	0	25	2	3	9	19	1	14			0			
wurtembourgeois	B	Latin	1300	2	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	15			0			
hambourgeois	B	Latin	1300	1	6226	12	2	4	Fm	1	1	1	0	25	2	3	9	19	1	12			0			
hamburger	S	Latin	1300	3	6226	11	2	4	Fm	1	1	1	0	25	2	3	9	19	1	9			0			
bourg	S	Latin	1300	702	6226	5	2	4	Fm	1	1	1	0	25	2	3	9	19	1	5			0			
bourgade	S	Latin	1300	74	6226	8	2	4	Fm	1	1	1	0	25	2	3	9	19	1	8			0			
brandebourg	S	Latin	1300	32	6226	9	2	4	Fm	1	1	1	0	25	2	3	9	19	1	11			0			
bourgmestre	S	Latin	1300	26	6226	9	2	4	Fm	1	1	1	0	25	2	3	9	19	1	11			0			
faubourg	S	Latin	1300	859	6226	5	2	4	Fm	1	1	1	0	25	2	3	9	19	1	8			0			
faubourien	B	Latin	1300	41	6226	9	2	4	Fm	1	1	1	0	25	2	3	9	19	1	10			0			
faubourisme	S	Latin	1300	1	6226	12	2	4	Fm	1	1	1	0	25	2	3	9	19	1	11			0			
bourgeon	S	Latin	1301	215	296	6	2	2	TFm	1	0	1	0	8	2	2	0	4	0	8	91	11.38	0		botanique	Végétal
bourgeonnement	S	Latin	1301	22	296	9	2	2	Fm	1	0	1	0	8	2	2	0	4	0	14			0			
bourgeonner	V	Latin	1301	18	296	10	2	2	Fm	1	0	1	0	8	2	2	0	4	0	11			0			
bourgeonné	A	Latin	1301	6	296	10	2	2	Fm	1	0	1	0	8	2	2	0	4	0	10			0			
bourgeonneux	A	Latin	1301	6	296	10	2	2	Fm	1	0	1	0	8	2	2	0	4	0	12			0			
bourgeron	S	Latin	1301	23	296	9	2	2	Fm	1	0	1	0	8	2	2	0	4	0	9			0			
ébourgeonnement	S	Latin	1301	2	296	11	2	2	Fm	1	0	1	0	8	2	2	0	4	0	15			0			
ébourgeonner	V	Latin	1301	4	296	11	2	2	Fm	1	0	1	0	8	2	2	0	4	0	12			0			
bourguignon	B	Topo	1302	94	131	8	3	1	TFm	0	1	0	0	3	0	0	2	3	0	11	31	10.33	0		régions, pays	Patro/Topo
bourgogne	S	Topo	1302	36	131	9	3	1	Fm	0	1	0	0	3	0	0	2	3	0	9			0			
bourguignot	B	Topo	1302	1	131	12	3	1	Fm	0	1	0	0	3	0	0	2	3	0	11			0			
bourlinguer	V	Inconnu	1303	10	28	10	4	2	TFm	0	0	1	0	4	1	2	0	1	0	11	42	10.5	0	Populaire	sociologie	Faber
bourlingué	A	Inconnu	1303	9	28	10	4	2	Fm	0	0	1	0	4	1	2	0	1	0	10			0			
bourlingueur	A	Inconnu	1303	1	28	12	4	2	Fm	0	0	1	0	4	1	2	0	1	0	12			0			
burlingue	S	Inconnu	1303	8	28	10	4	2	Fm	0	0	1	0	4	1	2	0	1	0	9			0			
bourrache	S	Latin	1304	16	16	10	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	9	9	9	0		plantes	Végétal
bourrasque	S	Latin	1305	181	182	7	3	1	TFm	0	1	1	0	2	1	0	0	1	0	10	20	10	0		météorologie	Eole
borrasquer	V	Latin	1305	1	182	12	3	1	Fm	0	1	1	0	2	1	0	0	1	0	10			0			
bourreau	S	Latin	1306	661	662	5	2	1	TFm	0	0	0	0	2	0	0	0	2	0	8	17	8.5	-1		justice, délit	Thanatos
bourrelle	S	Latin	1306	1	662	12	2	1	Fm	0	0	0	0	2	0	0	0	2	0	9			0			
bourrelet	S	Latin	1307	114	164	7	3	2	TFm	0	0	1	0	5	1	1	0	3	0	9	43	8.6	0		objet	Corps
bourrelé	A	Latin	1307	21	164	9	3	2	Fm	0	0	1	0	5	1	1	0	3	0	8			0			
bourreler	V	Latin	1307	4	164	11	3	2	Fm	0	0	1	0	5	1	1	0	3	0	9			0			
bourrelier	S	Latin	1307	24	164	9	3	2	Fm	0	0	1	0	5	1	1	0	3	0	10			0			
bourlet	S	Latin	1307	1	164	12	3	2	Fm	0	0	1	0	5	1	1	0	3	0	7			0			
bourrer	V	Latin	1308	223	1075	6	2	4	TFm	1	0	1	0	20	5	6	2	9	0	7	157	7.85	0	Populaire	façon, manière	FOURRETOUT
bourré	A	Latin	1308	126	1075	7	2	4	Fm	1	0	1	0	20	5	6	2	9	0	6			0			
bourre	S	Latin	1308	146	1075	7	2	4	Fm	1	0	1	0	20	5	6	2	9	0	6			0			
bourrée	B	Latin	1308	138	1075	7	2	4	Fm	1	0	1	0	20	5	6	2	9	0	7			0			
bourreur	S	Latin	1308	8	1075	10	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
bourri	A	Latin	1308	8	1075	10	2	4	Fm	1	0	1	0	20	5	6	2	9	0	6			0			
bourru	B	Latin	1308	235	1075	6	2	4	Fm	1	0	1	0	20	5	6	2	9	0	6			0			
bourrure	S	Latin	1308	1	1075	12	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
bourrage	S	Latin	1308	20	1075	9	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
bourrant	S	Latin	1308	1	1075	12	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
bourrade	S	Latin	1308	97	1075	8	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
débourrer	V	Latin	1308	4	1075	11	2	4	Fm	1	0	1	0	20	5	6	2	9	0	9			0			
ébourrer	V	Latin	1308	2	1075	11	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
ébourré	A	Latin	1308	2	1075	11	2	4	Fm	1	0	1	0	20	5	6	2	9	0	7			0			
embourré	A	Latin	1308	2	1075	11	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
rebourrer	V	Latin	1308	4	1075	11	2	4	Fm	1	0	1	0	20	5	6	2	9	0	9			0			
rebourré	A	Latin	1308	1	1075	12	2	4	Fm	1	0	1	0	20	5	6	2	9	0	8			0			
rembourré	A	Latin	1308	41	1075	9	2	4	Fm	1	0	1	0	20	5	6	2	9	0	9			0			
rembourrer	V	Latin	1308	9	1075	10	2	4	Fm	1	0	1	0	20	5	6	2	9	0	10			0			
rembourrage	S	Latin	1308	7	1075	10	2	4	Fm	1	0	1	0	20	5	6	2	9	0	11			0			
bourrique	S	Grec	1309	89	147	8	3	2	TFm	0	0	1	0	8	1	0	0	7	0	9	71	8.88	0	Populaire	mammifère	Animal
bourricot	S	Grec	1309	18	147	10	3	2	Fm	0	0	1	0	8	1	0	0	7	0	9			0			
bourriche	S	Grec	1309	14	147	10	3	2	Fm	0	0	1	0	8	1	0	0	7	0	9			0			
bourret	S	Grec	1309	4	147	11	3	2	Fm	0	0	1	0	8	1	0	0	7	0	7			0			
bourrichon	S	Grec	1309	7	147	10	3	2	Fm	0	0	1	0	8	1	0	0	7	0	10			0			
bourrin	S	Grec	1309	7	147	10	3	2	Fm	0	0	1	0	8	1	0	0	7	0	7			0			
bourriquet	S	Grec	1309	7	147	10	3	2	Fm	0	0	1	0	8	1	0	0	7	0	10			0			
bourriquer	V	Grec	1309	1	147	12	3	2	Fm	0	0	1	0	8	1	0	0	7	0	10			0			
bourse	S	Latin	1310	1005	1331	4	2	3	TFm	1	1	1	0	13	4	3	1	6	0	6	123	9.46	0		économie	Habit
boursicot	S	Latin	1310	1	1331	12	2	3	Fm	1	1	1	0	13	4	3	1	6	0	9			0			
boursicoter	V	Latin	1310	2	1331	11	2	3	Fm	1	1	1	0	13	4	3	1	6	0	11			0			
boursicotier	S	Latin	1310	4	1331	11	2	3	Fm	1	1	1	0	13	4	3	1	6	0	12			0			
boursier	B	Latin	1310	76	1331	8	2	3	Fm	1	1	1	0	13	4	3	1	6	0	8			0			
débours	S	Latin	1310	18	1331	10	2	3	Fm	1	1	1	0	13	4	3	1	6	0	7			0			
débourser	V	Latin	1310	14	1331	10	2	3	Fm	1	1	1	0	13	4	3	1	6	0	9			0			
déboursé	A	Latin	1310	5	1331	11	2	3	Fm	1	1	1	0	13	4	3	1	6	0	8			0			
embourser	V	Latin	1310	1	1331	12	2	3	Fm	1	1	1	0	13	4	3	1	6	0	9			0			
rembourser	V	Latin	1310	114	1331	7	2	3	Fm	1	1	1	0	13	4	3	1	6	0	10			0			
remboursé	A	Latin	1310	42	1331	9	2	3	Fm	1	1	1	0	13	4	3	1	6	0	9			0			
remboursement	S	Latin	1310	47	1331	9	2	3	Fm	1	1	1	0	13	4	3	1	6	0	13			0			
remboursable	A	Latin	1310	2	1331	11	2	3	Fm	1	1	1	0	13	4	3	1	6	0	12			0			
bouse	S	Inconnu	1311	56	85	8	3	3	TFm	1	0	1	0	9	2	1	0	6	0	5	65	7.22	0		mammifère	Animal
bouseaux	S	Inconnu	1311	1	85	12	3	3	Fm	1	0	1	0	9	2	1	0	6	0	8			0			
bouseux	S	Inconnu	1311	8	85	10	3	3	Fm	1	0	1	0	9	2	1	0	6	0	7			0			
bousier	S	Inconnu	1311	7	85	10	3	3	Fm	1	0	1	0	9	2	1	0	6	0	7			0			
bousin	S	Inconnu	1311	8	85	10	3	3	Fm	1	0	1	0	9	2	1	0	6	0	6			0			
ébousiner	V	Inconnu	1311	1	85	12	3	3	Fm	1	0	1	0	9	2	1	0	6	0	9			0			
bousingot	S	Inconnu	1311	2	85	11	3	3	Fm	1	0	1	0	9	2	1	0	6	0	9			0			
embousé	A	Inconnu	1311	1	85	12	3	3	Fm	1	0	1	0	9	2	1	0	6	0	7			0			
ébouser	V	Inconnu	1311	1	85	12	3	3	Fm	1	0	1	0	9	2	1	0	6	0	7			0			
bousiller	V	Inconnu	1312	21	34	9	3	2	TFm	0	0	1	0	4	1	1	0	2	0	9	37	9.25	-1	Populaire	cosmétologie	Conflit
bousillé	A	Inconnu	1312	10	34	10	3	2	Fm	0	0	1	0	4	1	1	0	2	0	8			0			
bousillage	S	Inconnu	1312	2	34	11	3	2	Fm	0	0	1	0	4	1	1	0	2	0	10			0			
bousilleur	S	Inconnu	1312	1	34	12	3	2	Fm	0	0	1	0	4	1	1	0	2	0	10			0			
boussole	S	Latin	1313	83	85	8	3	1	TFm	1	1	1	0	3	1	1	0	1	0	8	29	9.67	0		astronomie	Geo
déboussolé	A	Latin	1313	1	85	12	3	1	Fm	1	1	1	0	3	1	1	0	1	0	10			0			
déboussoler	V	Latin	1313	1	85	12	3	1	Fm	1	1	1	0	3	1	1	0	1	0	11			0			
bout	S	Germain	1314	10817	13145	2	1	5	TFm	1	0	1	0	33	12	7	0	14	0	4	261	7.91	0		corps humain	FOURRETOUT
bouter	V	Germain	1314	22	13145	9	1	5	Fm	1	0	1	0	33	12	7	0	14	0	6			0			
bouté	A	Germain	1314	6	13145	10	1	5	Fm	1	0	1	0	33	12	7	0	14	0	5			0			
boute-en-train	S	Germain	1314	9	13145	10	1	5	Fm	1	0	1	0	33	12	7	0	14	0	14			0			
boutefeu	S	Germain	1314	2	13145	11	1	5	Fm	1	0	1	0	33	12	7	0	14	0	8			0			
bouterolle	S	Germain	1314	1	13145	12	1	5	Fm	1	0	1	0	33	12	7	0	14	0	10			0			
bouteur	S	Germain	1314	2	13145	11	1	5	Fm	1	0	1	0	33	12	7	0	14	0	7			0			
bouteux	A	Germain	1314	1	13145	12	1	5	Fm	1	0	1	0	33	12	7	0	14	0	7			0			
boutisse	S	Germain	1314	2	13145	11	1	5	Fm	1	0	1	0	33	12	7	0	14	0	8			0			
