token	pos	etymology	family	freq	freq_family	freq_bins_12	freq_bins_4	family_size	family_membership	family_with_prefix	cognate	family_has_verb	family_with_altradical	tokens_per_family	verbs_per_family	adjectives_per_family	nomadjective_per_family	nouns_per_family	adverbsconjs_per_family	length	length_family_sum	length_family_mean	sentiment	register	domains_124	domains_47
bondi	A	Latin	1228	132	2329	7	2	3	Fm	1	0	1	0	9	2	2	0	5	0	5			0			
bondissement	S	Latin	1228	62	2329	8	2	3	Fm	1	0	1	0	9	2	2	0	5	0	12			0			
rebondir	V	Latin	1228	232	2329	6	2	3	Fm	1	0	1	0	9	2	2	0	5	0	8			0			
rebondi	A	Latin	1228	77	2329	8	2	3	Fm	1	0	1	0	9	2	2	0	5	0	7			0			
rebondissement	S	Latin	1228	47	2329	9	2	3	Fm	1	0	1	0	9	2	2	0	5	0	14			0			
rebond	S	Latin	1228	1	2329	12	2	3	Fm	1	0	1	0	9	2	2	0	5	0	6			0			
rebondissoir	S	Latin	1228	1	2329	12	2	3	Fm	1	0	1	0	9	2	2	0	5	0	12			0			
bondé	A	Celtique/Gaulois	1229	113	210	7	3	2	TFm	1	1	1	0	7	2	2	0	3	0	5	48	6.86	0		quantité, quantitatif	Plusieurs
bonder	V	Celtique/Gaulois	1229	5	210	11	3	2	Fm	1	1	1	0	7	2	2	0	3	0	6			0			
bonde	S	Celtique/Gaulois	1229	47	210	9	3	2	Fm	1	1	1	0	7	2	2	0	3	0	5			0			
bondon	S	Celtique/Gaulois	1229	4	210	11	3	2	Fm	1	1	1	0	7	2	2	0	3	0	6			0			
débonder	V	Celtique/Gaulois	1229	24	210	9	3	2	Fm	1	1	1	0	7	2	2	0	3	0	8			0			
débondé	A	Celtique/Gaulois	1229	11	210	10	3	2	Fm	1	1	1	0	7	2	2	0	3	0	7			0			
débondement	S	Celtique/Gaulois	1229	6	210	10	3	2	Fm	1	1	1	0	7	2	2	0	3	0	11			0			
bondrée	S	Germain	1230	2	2	11	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	7	7	7	0		avicole	Animal
bonnet	S	Latin	1231	757	805	5	2	2	TFm	0	0	1	0	8	1	0	0	7	0	6	67	8.38	0		habillement	Habit
bonneterie	S	Latin	1231	29	805	9	2	2	Fm	0	0	1	0	8	1	0	0	7	0	10			0			
bonneteur	S	Latin	1231	2	805	11	2	2	Fm	0	0	1	0	8	1	0	0	7	0	9			0			
bonnetier	S	Latin	1231	8	805	10	2	2	Fm	0	0	1	0	8	1	0	0	7	0	9			0			
bonneton	S	Latin	1231	1	805	12	2	2	Fm	0	0	1	0	8	1	0	0	7	0	8			0			
bonnette	S	Latin	1231	1	805	12	2	2	Fm	0	0	1	0	8	1	0	0	7	0	8			0			
bonneteau	S	Latin	1231	6	805	10	2	2	Fm	0	0	1	0	8	1	0	0	7	0	9			0			
bonneter	V	Latin	1231	1	805	12	2	2	Fm	0	0	1	0	8	1	0	0	7	0	8			0			
bonsai	S	Oriental	1232	1	1	12	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	6	6	6	0		sylviculture	Végétal
bonze	S	Oriental	1233	37	40	9	3	2	TFm	0	1	0	0	4	0	0	0	4	0	5	29	7.25	0		religion	Deus
bonzerie	S	Oriental	1233	1	40	12	3	2	Fm	0	1	0	0	4	0	0	0	4	0	8			0			
bonzelle	S	Oriental	1233	1	40	12	3	2	Fm	0	1	0	0	4	0	0	0	4	0	8			0			
bonzesse	S	Oriental	1233	1	40	12	3	2	Fm	0	1	0	0	4	0	0	0	4	0	8			0			
book	S	Anglais	1234	30	61	9	3	1	TFm	0	1	0	0	2	0	0	0	2	0	4	13	6.5	0		spectacle	Vox
bookmaker	S	Anglais	1234	31	61	9	3	1	Fm	0	1	0	0	2	0	0	0	2	0	9			0			
boom	S	Onomatop	1235	3	3	11	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	4	4	4	0		quantité, quantitatif	Sonore
boomerang	S	Oriental	1236	8	8	10	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	9	9	9	0		arme	Guerre
boqueteau	S	Latin	1237	43	53	9	3	1	TFm	0	0	1	0	3	1	0	0	2	0	9	30	10	0		géographie	Végétal
boquillon	S	Latin	1237	5	53	11	3	1	Fm	0	0	1	0	3	1	0	0	2	0	9			0			
boquillonner	V	Latin	1237	5	53	11	3	1	Fm	0	0	1	0	3	1	0	0	2	0	12			0			
bora	S	Grec	1238	11	12	10	4	1	TFm	0	1	0	0	2	0	0	0	2	0	4	9	4.5	0		météorologie	Eole
borée	S	Grec	1238	1	12	12	4	1	Fm	0	1	0	0	2	0	0	0	2	0	5			0	Littéraire		
borborygme	S	Grec	1239	27	27	9	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	10	10	10	0		corps humain	Sonore
bordj	S	Slave	1240	18	18	10	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	5	5	5	0		fortification	Guerre
bore	S	Latin	1241	9	16	10	4	2	TFm	0	1	0	0	8	0	5	0	3	0	4	54	6.75	0		chimie	Chimie
boriqué	A	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	7			0			
borique	A	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	7			0			
borate	S	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	6			0			
boraté	A	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	6			0			
boracique	A	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	9			0			
boracifère	A	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	10			0			
borax	S	Latin	1241	1	16	12	4	2	Fm	0	1	0	0	8	0	5	0	3	0	5			0			
boréal	A	Grec	1242	48	70	9	3	2	TFm	0	1	0	0	4	0	4	0	0	0	6	38	9.5	0		géographie	Geo
hyperboréen	A	Grec	1242	17	70	10	3	2	Fm	0	1	0	0	4	0	4	0	0	0	11			0			
hyperborée	A	Grec	1242	4	70	11	3	2	Fm	0	1	0	0	4	0	4	0	0	0	10			0			
hyperboréal	A	Grec	1242	1	70	12	3	2	Fm	0	1	0	0	4	0	4	0	0	0	11			0			
borée	S	Grec	1243	1	1	12	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	5	5	5	0	Littéraire	météorologie	Eole
borgne	B	Latin	1244	92	109	8	3	2	TFm	1	0	1	0	4	1	1	1	2	0	6	30	7.5	-1		pathologie	Voir
éborgner	V	Latin	1244	8	109	10	3	2	Fm	1	0	1	0	4	1	1	1	2	0	8			0			
éborgné	A	Latin	1244	8	109	10	3	2	Fm	1	0	1	0	4	1	1	1	2	0	7			0			
éborgnage	S	Latin	1244	1	109	12	3	2	Fm	1	0	1	0	4	1	1	1	2	0	9			0			
borin	B	Topo	1245	10	11	10	4	1	TFm	0	0	0	0	2	0	0	1	2	0	5	13	6.5	0		régions, pays	Patro/Topo
borinage	S	Topo	1245	1	11	12	4	1	Fm	0	0	0	0	2	0	0	1	2	0	8			0			
borner	V	Latin	1246	578	1546	5	2	2	TFm	1	1	1	0	7	2	1	0	4	0	6	48	6.86	0		mesure	FOURRETOUT
borné	A	Latin	1246	460	1546	6	2	2	Fm	1	1	1	0	7	2	1	0	4	0	5			0			
borne	S	Latin	1246	492	1546	6	2	2	Fm	1	1	1	0	7	2	1	0	4	0	5			0			
bornage	S	Latin	1246	13	1546	10	2	2	Fm	1	1	1	0	7	2	1	0	4	0	7			0			
borniche	S	Latin	1246	1	1546	12	2	2	Fm	1	1	1	0	7	2	1	0	4	0	8			0			
abornement	S	Latin	1246	1	1546	12	2	2	Fm	1	1	1	0	7	2	1	0	4	0	10			0			
aborner	V	Latin	1246	1	1546	12	2	2	Fm	1	1	1	0	7	2	1	0	4	0	7			0			
bort	S	Inconnu	1247	1	1	12	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	4	4	4	0		beaux-arts	Minéral
bosniaque	B	Topo	1248	5	6	11	4	1	TFm	0	1	0	0	2	0	0	1	2	0	9	15	7.5	0		régions, pays	Patro/Topo
bosnie	S	Topo	1248	1	6	12	4	1	Fm	0	1	0	0	2	0	0	1	2	0	6			0			
boson	S	Grec	1249	1	1	12	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	5	5	5	0		physique	Chimie
boss	S	Anglais	1250	11	11	10	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	4	4	4	0	Populaire	sociologie	FOURRETOUT
bossu	A	Germain	1251	389	866	6	2	4	TFm	1	0	1	0	22	5	6	1	11	0	5	161	7.32	-1		pathologie	Corps
bossué	A	Germain	1251	64	866	8	2	4	Fm	1	0	1	0	22	5	6	1	11	0	6			0			
bossuer	V	Germain	1251	13	866	10	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
bossuage	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
bossuetiste	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	11			0			
bosse	S	Germain	1251	263	866	6	2	4	Fm	1	0	1	0	22	5	6	1	11	0	5			0			
bosser	V	Germain	1251	8	866	10	2	4	Fm	1	0	1	0	22	5	6	1	11	0	6			0			
bossé	A	Germain	1251	5	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	5			0			
bossette	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
bossoir	S	Germain	1251	4	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
bossage	S	Germain	1251	2	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
bosselé	A	Germain	1251	66	866	8	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
bosseler	V	Germain	1251	8	866	10	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
bosselure	S	Germain	1251	3	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	9			0			
bosselage	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	9			0			
bosselar	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
boscot	B	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	6			0			
cabossé	A	Germain	1251	24	866	9	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
cabosser	V	Germain	1251	5	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
cabossage	S	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	9			0			
embossé	A	Germain	1251	4	866	11	2	4	Fm	1	0	1	0	22	5	6	1	11	0	7			0			
embosser	V	Germain	1251	1	866	12	2	4	Fm	1	0	1	0	22	5	6	1	11	0	8			0			
boston	S	Anglais	1252	20	38	9	3	2	TFm	0	1	1	0	5	1	1	1	3	0	6	42	8.4	0		danse	Sport
bostonien	B	Anglais	1252	3	38	11	3	2	Fm	0	1	1	0	5	1	1	1	3	0	9			0			
bostonner	V	Anglais	1252	11	38	10	3	2	Fm	0	1	1	0	5	1	1	1	3	0	9			0			
bostonné	A	Anglais	1252	1	38	12	3	2	Fm	0	1	1	0	5	1	1	1	3	0	8			0			
bostonneur	S	Anglais	1252	3	38	11	3	2	Fm	0	1	1	0	5	1	1	1	3	0	10			0			
bot	A	Germain	1253	10	10	10	4	0	TSfm	0	0	0	0	1	0	1	0	0	0	3	3	3	-1		pathologie	Corps
botanique	S	Grec	1254	141	205	7	3	2	TFm	0	1	1	0	4	1	0	0	2	1	9	40	10	0		botanique	Végétal
botaniste	S	Grec	1254	62	205	8	3	2	Fm	0	1	1	0	4	1	0	0	2	1	9			0			
botaniser	V	Grec	1254	1	205	12	3	2	Fm	0	1	1	0	4	1	0	0	2	1	9			0			
botaniquement	D	Grec	1254	1	205	12	3	2	Fm	0	1	1	0	4	1	0	0	2	1	13			0			
botte	S	Germain	1255	1012	1565	4	2	4	TFm	1	0	1	0	16	5	4	1	7	0	5	127	7.94	0		culture, agriculture	Habit
botté	A	Germain	1255	83	1565	8	2	4	Fm	1	0	1	0	16	5	4	1	7	0	5			0			
botter	V	Germain	1255	24	1565	9	2	4	Fm	1	0	1	0	16	5	4	1	7	0	6			0			
bottelé	A	Germain	1255	7	1565	10	2	4	Fm	1	0	1	0	16	5	4	1	7	0	7			0			
botteler	V	Germain	1255	5	1565	11	2	4	Fm	1	0	1	0	16	5	4	1	7	0	8			0			
botteleur	B	Germain	1255	2	1565	11	2	4	Fm	1	0	1	0	16	5	4	1	7	0	9			0			
embotteler	V	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	10			0			
bottine	S	Germain	1255	394	1565	6	2	4	Fm	1	0	1	0	16	5	4	1	7	0	7			0			
bottier	S	Germain	1255	22	1565	9	2	4	Fm	1	0	1	0	16	5	4	1	7	0	7			0			
bottille	S	Germain	1255	3	1565	11	2	4	Fm	1	0	1	0	16	5	4	1	7	0	8			0			
bottillon	S	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	9			0			
bottinmancie	S	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	12			0			
débotté	A	Germain	1255	7	1565	10	2	4	Fm	1	0	1	0	16	5	4	1	7	0	7			0			
débotter	V	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	8			0			
débotteler	V	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	10			0			
embottiné	A	Germain	1255	1	1565	12	2	4	Fm	1	0	1	0	16	5	4	1	7	0	9			0			
bottin	S	Patro	1256	24	24	9	3	0	TSfm	0	0	0	0	1	0	0	0	1	0	6	6	6	0		télécommunications	Vox
boubou	S	Afrique	1257	21	21	9	3	0	TSfm	0	0	0	0	1	0	0	0	1	0	6	6	6	0		habillement	Habit
bouc	S	Germain	1258	230	236	6	2	1	TFm	0	1	0	0	2	0	0	0	2	0	4	13	6.5	0		mammifère	Animal
bouquetin	S	Germain	1258	6	236	10	2	1	Fm	0	1	0	0	2	0	0	0	2	0	9			0			
boucan	S	Améric	1259	43	71	9	3	2	TFm	0	1	1	0	5	1	1	0	3	0	6	40	8	0	Populaire	boucherie	Sonore
boucané	A	Améric	1259	11	71	10	3	2	Fm	0	1	1	0	5	1	1	0	3	0	7			0			
boucaner	V	Améric	1259	9	71	10	3	2	Fm	0	1	1	0	5	1	1	0	3	0	8			0			
boucanier	S	Améric	1259	7	71	10	3	2	Fm	0	1	1	0	5	1	1	0	3	0	9			0			
boucanerie	S	Améric	1259	1	71	12	3	2	Fm	0	1	1	0	5	1	1	0	3	0	10			0			
bouche	S	Latin	1260	8082	10367	3	1	5	TFm	1	1	1	1	32	8	9	0	15	0	6	274	8.56	0		anatomie	Corps
bouchée	S	Latin	1260	348	10367	6	1	5	Fm	1	1	1	1	32	8	9	0	15	0	7			0			
boucher	V	Latin	1260	150	10367	7	1	5	Fm	1	1	1	1	32	8	9	0	15	0	7			0			
bouché	A	Latin	1260	150	10367	7	1	5	Fm	1	1	1	1	32	8	9	0	15	0	6			0			
bouchette	S	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	9			0			
boucheur	A	Latin	1260	4	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
bouchage	S	Latin	1260	5	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
bouchon	S	Latin	1260	236	10367	6	1	5	Fm	1	1	1	1	32	8	9	0	15	0	7			0			
bouchonner	V	Latin	1260	21	10367	9	1	5	Fm	1	1	1	1	32	8	9	0	15	0	10			0			
bouchonné	A	Latin	1260	3	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	9			0			
bouchonnage	S	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	11			0			
aboucher	V	Latin	1260	27	10367	9	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
abouché	A	Latin	1260	11	10367	10	1	5	Fm	1	1	1	1	32	8	9	0	15	0	7			0			
abouchement	S	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	11			0			
déboucher	V	Latin	1260	649	10367	5	1	5	Fm	1	1	1	1	32	8	9	0	15	0	9			0			
débouché	A	Latin	1260	210	10367	6	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
débouchement	S	Latin	1260	4	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	12			0			
embouchure	S	Latin	1260	87	10367	8	1	5	Fm	1	1	1	1	32	8	9	0	15	0	10			0			
embouché	A	Latin	1260	23	10367	9	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
emboucher	V	Latin	1260	21	10367	9	1	5	Fm	1	1	1	1	32	8	9	0	15	0	9			0			
embouche	S	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
reboucher	V	Latin	1260	12	10367	10	1	5	Fm	1	1	1	1	32	8	9	0	15	0	9			0			
rebouché	A	Latin	1260	5	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
tire-bouchon	S	Latin	1260	41	10367	9	1	5	Fm	1	1	1	1	32	8	9	0	15	0	12			0			
tirebouchon	S	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	11			0			
tirebouchonné	A	Latin	1260	2	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	13			0			
tirebouchonner	V	Latin	1260	11	10367	10	1	5	Fm	1	1	1	1	32	8	9	0	15	0	14			0			
buccal	A	Latin	1260	11	10367	10	1	5	Fm	1	1	1	1	32	8	9	0	15	0	6			0			
bocal	S	Latin	1260	124	10367	7	1	5	Fm	1	1	1	1	32	8	9	0	15	0	5			0			
bocard	S	Latin	1260	3	10367	11	1	5	Fm	1	1	1	1	32	8	9	0	15	0	6			0			
bocarder	V	Latin	1260	1	10367	12	1	5	Fm	1	1	1	1	32	8	9	0	15	0	8			0			
bock	S	Latin	1260	121	10367	7	1	5	Fm	1	1	1	1	32	8	9	0	15	0	4			0			
boucherie	S	Latin	1261	185	372	7	3	1	TFm	0	0	0	0	3	0	0	0	3	0	9	24	8	0		boucherie	Aliment
boucher	S	Latin	1261	150	372	7	3	1	Fm	0	0	0	0	3	0	0	0	3	0	7			0			
bouchère	S	Latin	1261	37	372	9	3	1	Fm	0	0	0	0	3	0	0	0	3	0	8			0			
boucle	S	Latin	1262	663	1267	5	2	3	TFm	1	0	1	0	11	4	2	0	5	0	6	94	8.55	0		technique	Mouvement
bouclé	A	Latin	1262	228	1267	6	2	3	Fm	1	0	1	0	11	4	2	0	5	0	6			0			
boucler	V	Latin	1262	140	1267	7	2	3	Fm	1	0	1	0	11	4	2	0	5	0	7			0			
bouclier	S	Latin	1262	176	1267	7	2	3	Fm	1	0	1	0	11	4	2	0	5	0	8			0			
bouclette	S	Latin	1262	9	1267	10	2	3	Fm	1	0	1	0	11	4	2	0	5	0	9			0			
déboucler	V	Latin	1262	14	1267	10	2	3	Fm	1	0	1	0	11	4	2	0	5	0	9			0			
débouclé	A	Latin	1262	7	1267	10	2	3	Fm	1	0	1	0	11	4	2	0	5	0	8			0			
reboucler	V	Latin	1262	6	1267	10	2	3	Fm	1	0	1	0	11	4	2	0	5	0	9			0			
carboucle	S	Latin	1262	1	1267	12	2	3	Fm	1	0	1	0	11	4	2	0	5	0	9			0			
escarboucle	S	Latin	1262	22	1267	9	2	3	Fm	1	0	1	0	11	4	2	0	5	0	11			0			
escarboucler	V	Latin	1262	1	1267	12	2	3	Fm	1	0	1	0	11	4	2	0	5	0	12			0			
bouddhisme	S	Patro	1263	56	156	8	3	2	TFm	0	1	0	0	4	0	2	0	2	0	10	37	9.25	0		orientalisme	Patro/Topo
bouddhique	A	Patro	1263	28	156	9	3	2	Fm	0	1	0	0	4	0	2	0	2	0	10			0			
bouddha	S	Patro	1263	39	156	9	3	2	Fm	0	1	0	0	4	0	2	0	2	0	7			0			
bouddhiste	A	Patro	1263	33	156	9	3	2	Fm	0	1	0	0	4	0	2	0	2	0	10			0			
bouder	V	Onomatop	1264	260	618	6	2	2	TFm	1	0	1	0	7	2	1	1	3	1	6	53	7.57	-1		psychologie	Sentiment
boudé	A	Onomatop	1264	18	618	10	2	2	Fm	1	0	1	0	7	2	1	1	3	1	5			0			
boudeur	B	Onomatop	1264	123	618	7	2	2	Fm	1	0	1	0	7	2	1	1	3	1	7			0			
boudoir	S	Onomatop	1264	137	618	7	2	2	Fm	1	0	1	0	7	2	1	1	3	1	7			0			
bouderie	S	Onomatop	1264	78	618	8	2	2	Fm	1	0	1	0	7	2	1	1	3	1	8			0			
boudeusement	D	Onomatop	1264	1	618	12	2	2	Fm	1	0	1	0	7	2	1	1	3	1	12			0			
débouder	V	Onomatop	1264	1	618	12	2	2	Fm	1	0	1	0	7	2	1	1	3	1	8			0			
boudin	S	Onomatop	1265	98	121	8	3	2	TFm	0	1	1	0	6	1	1	0	4	0	6	52	8.67	0	Populaire	alimentation	Aliment
boudiné	A	Onomatop	1265	19	121	10	3	2	Fm	0	1	1	0	6	1	1	0	4	0	7			0			
boudiner	V	Onomatop	1265	1	121	12	3	2	Fm	0	1	1	0	6	1	1	0	4	0	8			0			
boudinement	S	Onomatop	1265	1	121	12	3	2	Fm	0	1	1	0	6	1	1	0	4	0	11			0			
boudineuse	S	Onomatop	1265	1	121	12	3	2	Fm	0	1	1	0	6	1	1	0	4	0	10			0			
boudinière	S	Onomatop	1265	1	121	12	3	2	Fm	0	1	1	0	6	1	1	0	4	0	10			0			
boue	S	Celtique/Gaulois	1266	1447	1744	4	2	2	TFm	1	0	1	0	6	1	2	0	2	1	4	40	6.67	0		hydrologie	Minéral
boueux	A	Celtique/Gaulois	1266	292	1744	6	2	2	Fm	1	0	1	0	6	1	2	0	2	1	6			0			
boueur	S	Celtique/Gaulois	1266	1	1744	12	2	2	Fm	1	0	1	0	6	1	2	0	2	1	6			0			
boueusement	D	Celtique/Gaulois	1266	1	1744	12	2	2	Fm	1	0	1	0	6	1	2	0	2	1	11			0			
emboué	A	Celtique/Gaulois	1266	2	1744	11	2	2	Fm	1	0	1	0	6	1	2	0	2	1	6			0			
embouer	V	Celtique/Gaulois	1266	1	1744	12	2	2	Fm	1	0	1	0	6	1	2	0	2	1	7			0			
bouée	S	Germain	1267	80	80	8	3	0	TSfm	0	1	0	0	1	0	0	0	1	0	5	5	5	0		marine	Liquide
bouffée	S	Onomatop	1268	543	997	5	2	3	TFm	0	1	1	0	15	2	4	1	9	0	7	131	8.73	0		corps humain	Eole
bouffer	V	Onomatop	1268	210	997	6	2	3	Fm	0	1	1	0	15	2	4	1	9	0	7			0			
bouffé	A	Onomatop	1268	48	997	9	2	3	Fm	0	1	1	0	15	2	4	1	9	0	6			0			
bouffe	S	Onomatop	1268	58	997	8	2	3	Fm	0	1	1	0	15	2	4	1	9	0	6			0			
bouffes	S	Onomatop	1268	18	997	10	2	3	Fm	0	1	1	0	15	2	4	1	9	0	7			0			
bouffette	S	Onomatop	1268	9	997	10	2	3	Fm	0	1	1	0	15	2	4	1	9	0	9			0			
bouffeur	B	Onomatop	1268	1	997	12	2	3	Fm	0	1	1	0	15	2	4	1	9	0	8			0			
bouffant	A	Onomatop	1268	77	997	8	2	3	Fm	0	1	1	0	15	2	4	1	9	0	8			0			
bouffarde	S	Onomatop	1268	10	997	10	2	3	Fm	0	1	1	0	15	2	4	1	9	0	9			0			
bouffable	A	Onomatop	1268	1	997	12	2	3	Fm	0	1	1	0	15	2	4	1	9	0	9			0			
bouffaré	A	Onomatop	1268	1	997	12	2	3	Fm	0	1	1	0	15	2	4	1	9	0	8			0			
boustifaille	S	Onomatop	1268	14	997	10	2	3	Fm	0	1	1	0	15	2	4	1	9	0	12			0			
boustifailler	V	Onomatop	1268	3	997	11	2	3	Fm	0	1	1	0	15	2	4	1	9	0	13			0			
boustifailleur	S	Onomatop	1268	1	997	12	2	3	Fm	0	1	1	0	15	2	4	1	9	0	14			0			
boustife	S	Onomatop	1268	3	997	11	2	3	Fm	0	1	1	0	15	2	4	1	9	0	8			0			
bouffi	A	Onomatop	1269	184	223	7	3	1	TFm	0	0	1	0	3	1	1	0	1	0	6	24	8	-1		pathologie	Corps
bouffir	V	Onomatop	1269	6	223	10	3	1	Fm	0	0	1	0	3	1	1	0	1	0	7			0			
bouffissure	S	Onomatop	1269	33	223	9	3	1	Fm	0	0	1	0	3	1	1	0	1	0	11			0			
bouffon	A	Latin	1270	160	272	7	3	2	TFm	0	1	1	0	5	1	3	0	1	0	7	47	9.4	0		musique	Rire
bouffonnerie	S	Latin	1270	61	272	8	3	2	Fm	0	1	1	0	5	1	3	0	1	0	12			0			
bouffonne	A	Latin	1270	38	272	9	3	2	Fm	0	1	1	0	5	1	3	0	1	0	9			0			
bouffonner	V	Latin	1270	12	272	10	3	2	Fm	0	1	1	0	5	1	3	0	1	0	10			0			
bouffonné	A	Latin	1270	1	272	12	3	2	Fm	0	1	1	0	5	1	3	0	1	0	9			0			
bougainvillée	S	Patro	1271	5	5	11	4	0	TSfm	0	1	0	0	1	0	0	0	1	0	13	13	13	0		plantes	Végétal
bouger	V	Latin	1272	2560	3001	4	2	2	TFm	1	0	1	0	7	2	1	0	4	0	6	50	7.14	0		corps humain	Mouvement
bougé	A	Latin	1272	367	3001	6	2	2	Fm	1	0	1	0	7	2	1	0	4	0	5			0			
bouges	S	Latin	1272	62	3001	8	2	2	Fm	1	0	1	0	7	2	1	0	4	0	6			0			
bougerie	S	Latin	1272	4	3001	11	2	2	Fm	1	0	1	0	7	2	1	0	4	0	8			0			
bougeotte	S	Latin	1272	6	3001	10	2	2	Fm	1	0	1	0	7	2	1	0	4	0	9			0			
bougeur	S	Latin	1272	1	3001	12	2	2	Fm	1	0	1	0	7	2	1	0	4	0	7			0			
rembouger	V	Latin	1272	1	3001	12	2	2	Fm	1	0	1	0	7	2	1	0	4	0	9			0			
bougie	S	Arabe	1273	952	1033	5	2	1	TFm	0	1	0	0	2	0	0	0	2	0	6	14	7	0		électricité	Feu
bougeoir	S	Arabe	1273	81	1033	8	2	1	Fm	0	1	0	0	2	0	0	0	2	0	8			0			
bougnat	S	Latin	1274	6	6	10	4	0	TSfm	0	0	0	0	1	0	0	0	1	0	7	7	7	0	Populaire	économie	Faber
bougonner	V	Onomatop	1275	78	132	8	3	2	TFm	0	0	1	0	7	1	3	0	3	0	9	66	9.43	0	Populaire	parole, parler	Vox
bougon	A	Onomatop	1275	44	132	9	3	2	Fm	0	0	1	0	7	1	3	0	3	0	6			0			
bougonnage	S	Onomatop	1275	1	132	12	3	2	Fm	0	0	1	0	7	1	3	0	3	0	10			0			
bougonné	A	Onomatop	1275	4	132	11	3	2	Fm	0	0	1	0	7	1	3	0	3	0	8			0			
bougonnement	S	Onomatop	1275	2	132	11	3	2	Fm	0	0	1	0	7	1	3	0	3	0	12			0			
bougonnerie	S	Onomatop	1275	2	132	11	3	2	Fm	0	0	1	0	7	1	3	0	3	0	11			0			
bougonneur	A	Onomatop	1275	1	132	12	3	2	Fm	0	0	1	0	7	1	3	0	3	0	10			0			
bougre	S	Latin	1276	498	616	6	2	2	TFm	1	0	1	0	7	1	1	0	4	1	6	64	9.14	0	Populaire	sociologie	Personne
bougrement	D	Latin	1276	50	616	8	2	2	Fm	1	0	1	0	7	1	1	0	4	1	10			0			
bougrerie	S	Latin	1276	2	616	11	2	2	Fm	1	0	1	0	7	1	1	0	4	1	9			0			
bougran	S	Latin	1276	1	616	12	2	2	Fm	1	0	1	0	7	1	1	0	4	1	7			0			
